   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       52    0.003    0.000    0.003    0.000 charsetprober.py:44(get_state)
        1    0.000    0.000    0.000    0.000 charsetprober.py:47(get_confidence)
        1    0.000    0.000    0.000    0.000 charsetprober.py:50(filter_high_bit_only)
       13    0.003    0.000    0.017    0.001 charsetprober.py:54(filter_without_english_letters)
        1    0.000    0.000    0.000    0.000 charsetprober.py:58(filter_with_english_letters)
        1    0.000    0.000    0.000    0.000 chart.py:1017(SingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 chart.py:1065(LeafInitRule)
        1    0.000    0.000    0.000    0.000 chart.py:1077(TopDownInitRule)
        1    0.000    0.000    0.000    0.000 chart.py:1091(TopDownPredictRule)
        1    0.000    0.000    0.000    0.000 chart.py:1109(CachedTopDownPredictRule)
        6    0.000    0.000    0.000    0.000 chart.py:1118(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:113(BinaryCombinatorRule)
        1    0.000    0.000    0.000    0.000 chart.py:1153(BottomUpPredictRule)
        1    0.000    0.000    0.000    0.000 chart.py:1168(BottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 chart.py:1187(EmptyPredictRule)
        7    0.000    0.000    0.000    0.000 chart.py:119(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:1205(FilteredSingleEdgeFundamentalRule)
        1    0.000    0.000    0.000    0.000 chart.py:1228(FilteredBottomUpPredictCombineRule)
        1    0.000    0.000    0.000    0.000 chart.py:1271(ChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1399(TopDownChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1407(BottomUpChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1419(BottomUpLeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:142(ForwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 chart.py:1428(LeftCornerChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:1439(SteppingChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:148(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:161(BackwardTypeRaiseRule)
        1    0.000    0.000    0.000    0.000 chart.py:167(__init__)
        1    0.000    0.000    0.000    0.000 chart.py:195(CCGChartParser)
        1    0.000    0.000    0.000    0.000 chart.py:203(TreeEdge)
        1    0.000    0.000    0.000    0.000 chart.py:242(CCGChart)
        1    0.000    0.000    0.187    0.187 chart.py:31(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:316(LeafEdge)
        1    0.000    0.000    0.000    0.000 chart.py:369(Chart)
        1    0.003    0.003    0.003    0.003 chart.py:37(<module>)
        1    0.000    0.000    0.000    0.000 chart.py:48(CCGEdge)
        1    0.000    0.000    0.000    0.000 chart.py:53(EdgeI)
        1    0.000    0.000    0.000    0.000 chart.py:79(CCGLeafEdge)
        1    0.000    0.000    0.000    0.000 chart.py:858(ChartRuleI)
        1    0.000    0.000    0.000    0.000 chart.py:925(AbstractChartRule)
        1    0.000    0.000    0.000    0.000 chart.py:989(FundamentalRule)
        1    0.000    0.000    0.000    0.000 chasen.py:16(ChasenCorpusReader)
        1    0.000    0.000    0.000    0.000 chasen.py:58(ChasenCorpusView)
        1    0.003    0.003    0.003    0.003 chasen.py:9(<module>)
        1    0.017    0.017    0.027    0.027 chebyshev.py:87(<module>)
        1    0.000    0.000    0.000    0.000 childes.py:11(<module>)
        1    0.000    0.000    0.000    0.000 childes.py:25(CHILDESCorpusReader)
        1    0.000    0.000    0.000    0.000 chomsky.py:14(<module>)
        1    0.000    0.000    0.067    0.067 chunked.py:12(<module>)
        1    0.000    0.000    0.000    0.000 chunked.py:157(ChunkedCorpusView)
        1    0.000    0.000    0.000    0.000 chunked.py:24(ChunkedCorpusReader)
        1    0.003    0.003    0.097    0.097 client.py:1(<module>)
       56    0.007    0.000    0.157    0.003 client.py:1339(hget)
        1    0.000    0.000    0.000    0.000 client.py:1464(Redis)
        1    0.000    0.000    0.000    0.000 client.py:1548(PubSub)
        1    0.000    0.000    0.000    0.000 client.py:1692(BasePipeline)
        1    0.000    0.000    0.003    0.003 client.py:184(StrictRedis)
        1    0.000    0.000    0.000    0.000 client.py:1969(StrictPipeline)
        1    0.000    0.000    0.000    0.000 client.py:1974(Pipeline)
        1    0.000    0.000    0.000    0.000 client.py:1979(Script)
        1    0.000    0.000    0.000    0.000 client.py:2005(LockError)
        1    0.000    0.000    0.000    0.000 client.py:2010(Lock)
        1    0.000    0.000    0.000    0.000 client.py:281(__init__)
       61    0.013    0.000    0.177    0.003 client.py:371(execute_command)
       61    0.010    0.000    0.077    0.001 client.py:386(parse_response)
       11    0.000    0.000    0.003    0.000 client.py:49(string_keys_to_dict)
        2    0.000    0.000    0.000    0.000 client.py:53(dict_merge)
        5    0.000    0.000    0.027    0.005 client.py:581(get)
        1    0.000    0.000    0.000    0.000 cmudict.py:46(<module>)
        1    0.000    0.000    0.000    0.000 cmudict.py:55(CMUDictCorpusReader)
        1    0.003    0.003    0.003    0.003 cobyla.py:11(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:28(<module>)
        1    0.000    0.000    0.000    0.000 codingstatemachine.py:30(CodingStateMachine)
        7    0.000    0.000    0.000    0.000 codingstatemachine.py:31(__init__)
       21    0.000    0.000    0.000    0.000 codingstatemachine.py:37(reset)
      437    0.010    0.000    0.020    0.000 codingstatemachine.py:40(next_state)
      408    0.007    0.000    0.007    0.000 codingstatemachine.py:55(get_current_charlen)
        1    0.007    0.007    0.007    0.007 collections.py:1(<module>)
        1    0.000    0.000    0.000    0.000 collections.py:26(OrderedDict)
       10    0.030    0.003    0.090    0.009 collections.py:282(namedtuple)
      389    0.017    0.000    0.030    0.000 collections.py:323(<genexpr>)
       51    0.000    0.000    0.000    0.000 collections.py:347(<genexpr>)
       51    0.003    0.000    0.013    0.000 collections.py:349(<genexpr>)
        1    0.000    0.000    0.000    0.000 collections.py:381(Counter)
        1    0.000    0.000    0.000    0.000 collocations.py:125(BigramCollocationFinder)
        1    0.000    0.000    0.000    0.000 collocations.py:167(TrigramCollocationFinder)
        1    0.010    0.010   22.047   22.047 collocations.py:25(<module>)
        1    0.000    0.000    0.000    0.000 collocations.py:41(AbstractCollocationFinder)
        1    0.000    0.000    0.000    0.000 combinator.py:13(UndirectedBinaryCombinator)
        1    0.000    0.000    0.000    0.000 combinator.py:130(UndirectedComposition)
        1    0.000    0.000    0.000    0.000 combinator.py:191(UndirectedSubstitution)
        1    0.000    0.000    0.000    0.000 combinator.py:248(UndirectedTypeRaise)
        1    0.000    0.000    0.000    0.000 combinator.py:30(DirectedBinaryCombinator)
        1    0.000    0.000    0.000    0.000 combinator.py:43(ForwardCombinator)
        4    0.000    0.000    0.000    0.000 combinator.py:50(__init__)
        1    0.000    0.000    0.000    0.000 combinator.py:66(BackwardCombinator)
        5    0.000    0.000    0.000    0.000 combinator.py:70(__init__)
        1    0.007    0.007    0.597    0.597 combinator.py:8(<module>)
        1    0.000    0.000    0.000    0.000 combinator.py:85(UndirectedFunctionApplication)
        1    0.000    0.000    0.000    0.000 common.py:4(<module>)
        1    0.000    0.000    0.000    0.000 compat.py:106(Unpickler)
        1    0.000    0.000    0.000    0.000 compat.py:113(Pickler)
        1    0.000    0.000    0.003    0.003 compat.py:3(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:11(Composer)
        1    0.000    0.000    0.000    0.000 composer.py:2(<module>)
        1    0.000    0.000    0.000    0.000 composer.py:8(ComposerError)
        1    0.000    0.000    0.000    0.000 compressed.py:19(_cs_matrix)
        1    0.000    0.000    0.000    0.000 compressed.py:2(<module>)
        1    0.000    0.000    0.080    0.080 conf.py:2(<module>)
        1    0.000    0.000    0.000    0.000 confusionmatrix.py:10(ConfusionMatrix)
        1    0.000    0.000    0.000    0.000 confusionmatrix.py:8(<module>)
        1    0.000    0.000    0.000    0.000 conll.py:11(<module>)
        1    0.000    0.000    0.000    0.000 conll.py:23(ConllCorpusReader)
        1    0.000    0.000    0.000    0.000 conll.py:369(ConllSRLInstance)
        1    0.000    0.000    0.000    0.000 conll.py:438(ConllSRLInstanceList)
        1    0.000    0.000    0.000    0.000 conll.py:505(ConllChunkCorpusReader)
        1    0.003    0.003    0.087    0.087 connection.py:1(<module>)
       61    0.007    0.000    0.067    0.001 connection.py:103(read_response)
        1    0.000    0.000    0.000    0.000 connection.py:149(HiredisParser)
        1    0.000    0.000    0.000    0.000 connection.py:202(Connection)
        1    0.000    0.000    0.000    0.000 connection.py:204(__init__)
        1    0.003    0.003    0.007    0.007 connection.py:226(connect)
        1    0.000    0.000    0.003    0.003 connection.py:239(_connect)
        1    0.000    0.000    0.000    0.000 connection.py:256(on_connect)
       61    0.003    0.000    0.023    0.000 connection.py:283(send_packed_command)
        1    0.000    0.000    0.000    0.000 connection.py:30(PythonParser)
       61    0.000    0.000    0.063    0.001 connection.py:302(send_command)
       61    0.000    0.000    0.067    0.001 connection.py:306(read_response)
      178    0.013    0.000    0.017    0.000 connection.py:317(encode)
       61    0.013    0.000    0.040    0.001 connection.py:329(pack_command)
        1    0.000    0.000    0.000    0.000 connection.py:341(UnixDomainSocketConnection)
        1    0.000    0.000    0.000    0.000 connection.py:376(ConnectionPool)
        1    0.000    0.000    0.000    0.000 connection.py:378(__init__)
      122    0.007    0.000    0.010    0.000 connection.py:388(_checkpid)
       61    0.000    0.000    0.010    0.000 connection.py:394(get_connection)
        1    0.000    0.000    0.000    0.000 connection.py:404(make_connection)
       61    0.007    0.000    0.013    0.000 connection.py:411(release)
        1    0.000    0.000    0.000    0.000 connection.py:42(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:426(BlockingConnectionPool)
        1    0.000    0.000    0.000    0.000 connection.py:51(on_connect)
       94    0.007    0.000    0.057    0.001 connection.py:63(read)
        1    0.000    0.000    0.000    0.000 constants.py:29(<module>)
        1    0.000    0.000    0.000    0.000 construct.py:2(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:12(ConstructorError)
       38    0.003    0.000    0.003    0.000 constructor.py:149(add_constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:15(BaseConstructor)
        5    0.000    0.000    0.000    0.000 constructor.py:155(add_multi_constructor)
        1    0.000    0.000    0.140    0.140 constructor.py:161(SafeConstructor)
        1    0.000    0.000    0.140    0.140 constructor.py:2(<module>)
        1    0.000    0.000    0.000    0.000 constructor.py:467(Constructor)
        1    0.000    0.000    0.000    0.000 constructor.py:532(classobj)
        1    0.000    0.000    0.000    0.000 contingency.py:2(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coo.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 coo.py:19(coo_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:9(<module>)
        1    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
        2    0.000    0.000    0.003    0.002 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        2    0.000    0.000    0.000    0.000 copy_reg.py:27(constructor)
        1    0.000    0.000    0.000    0.000 core.py:1032(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1052(__init__)
       40    0.000    0.000    0.037    0.001 core.py:107(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:126(MAError)
        1    0.000    0.000    0.000    0.000 core.py:129(MaskError)
        1    0.000    0.000    0.040    0.040 core.py:21(<module>)
        1    0.000    0.000    0.000    0.000 core.py:2252(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2257(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2401(_arraymethod)
        9    0.000    0.000    0.003    0.000 core.py:2430(__init__)
        9    0.003    0.000    0.003    0.000 core.py:2436(getdoc)
        4    0.000    0.000    0.000    0.000 core.py:2443(__get__)
        1    0.000    0.000    0.000    0.000 core.py:2471(MaskedIterator)
        1    0.000    0.000    0.003    0.003 core.py:2574(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:5507(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:5697(MaskedConstant)
        1    0.000    0.000    0.000    0.000 core.py:5703(__new__)
        1    0.000    0.000    0.000    0.000 core.py:5706(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:5807(_extrema_operation)
        1    0.000    0.000    0.000    0.000 core.py:5862(_minimum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5864(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5874(_maximum_operation)
        1    0.000    0.000    0.000    0.000 core.py:5876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5918(_frommethod)
       23    0.003    0.000    0.030    0.001 core.py:5928(__init__)
       23    0.000    0.000    0.027    0.001 core.py:5932(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:7120(_convert2ma)
        8    0.000    0.000    0.003    0.000 core.py:7132(__init__)
        8    0.000    0.000    0.003    0.000 core.py:7137(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:728(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:736(__init__)
        1    0.000    0.000    0.000    0.000 core.py:750(_DomainTan)
        1    0.000    0.000    0.000    0.000 core.py:756(__init__)
        1    0.000    0.000    0.000    0.000 core.py:766(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:768(__init__)
        1    0.000    0.000    0.000    0.000 core.py:781(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:783(__init__)
        1    0.000    0.000    0.000    0.000 core.py:793(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:795(__init__)
        1    0.000    0.000    0.000    0.000 core.py:804(_MaskedUnaryOperation)
       27    0.000    0.000    0.000    0.000 core.py:821(__init__)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedBinaryOperation)
        4    0.000    0.000    0.000    0.000 core.py:90(doc_note)
       18    0.003    0.000    0.003    0.000 core.py:905(__init__)
        1    0.000    0.000    0.007    0.007 crf.py:15(<module>)
        1    0.000    0.000    0.007    0.007 crf.py:34(MalletCRF)
        1    0.000    0.000    0.000    0.000 crf.py:476(CRFInfo)
        1    0.000    0.000    0.000    0.000 crf.py:580(State)
        1    0.000    0.000    0.000    0.000 crf.py:614(Transition)
        1    0.000    0.000    0.000    0.000 crf.py:646(WeightGroup)
        1    0.000    0.000    0.000    0.000 csc.py:1(<module>)
        1    0.000    0.000    0.003    0.003 csc.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csc.py:19(csc_matrix)
        1    0.000    0.000    0.003    0.003 csc.py:9(<module>)
        1    0.000    0.000    0.000    0.000 csgraph.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csgraph.py:9(<module>)
        1    0.003    0.003    0.020    0.020 csr.py:1(<module>)
        1    0.000    0.000    0.007    0.007 csr.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 csr.py:22(csr_matrix)
        1    0.000    0.000    0.007    0.007 csr.py:9(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:153(_ndptr)
       12    0.000    0.000    0.000    0.000 ctypeslib.py:306(prep_simple)
        1    0.003    0.003    0.027    0.027 ctypeslib.py:51(<module>)
        1    0.000    0.000    0.000    0.000 cyaml.py:14(CBaseLoader)
        1    0.003    0.003    0.003    0.003 cyaml.py:2(<module>)
        1    0.000    0.000    0.000    0.000 cyaml.py:21(CSafeLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:28(CLoader)
        1    0.000    0.000    0.000    0.000 cyaml.py:35(CBaseDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:52(CSafeDumper)
        1    0.000    0.000    0.000    0.000 cyaml.py:69(CDumper)
        1    0.000    0.000    0.000    0.000 data.py:136(FileSystemPathPointer)
       11    0.000    0.000    0.010    0.001 data.py:146(__init__)
        9    0.003    0.000    0.003    0.000 data.py:165(open)
        9    0.000    0.000    0.010    0.001 data.py:174(join)
        1    0.000    0.000    0.000    0.000 data.py:181(__str__)
        1    0.000    0.000    0.000    0.000 data.py:185(BufferedGzipFile)
        1    0.000    0.000    0.000    0.000 data.py:21(_data_matrix)
        1    0.000    0.000    0.000    0.000 data.py:284(GzipFileSystemPathPointer)
        1    0.000    0.000    0.000    0.000 data.py:297(ZipFilePathPointer)
        1    0.003    0.003    0.177    0.177 data.py:32(<module>)
        1    0.000    0.000    0.013    0.013 data.py:383(find)
        1    0.000    0.000    0.000    0.000 data.py:697(LazyLoader)
        1    0.000    0.000    0.000    0.000 data.py:698(__init__)
        1    0.000    0.000    0.000    0.000 data.py:7(<module>)
        1    0.000    0.000    0.000    0.000 data.py:725(OpenOnDemandZipFile)
        1    0.000    0.000    0.000    0.000 data.py:764(SeekableUnicodeStreamReader)
       17    0.000    0.000    0.000    0.000 data.py:82(_create_method)
        1    0.000    0.000    0.000    0.000 data.py:96(PathPointer)
        1    0.000    0.000    0.107    0.107 db.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decisiontree.py:12(<module>)
        1    0.000    0.000    0.000    0.000 decisiontree.py:20(DecisionTreeClassifier)
        1    0.000    0.000    0.000    0.000 decomp.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.813    0.813 decomp_schur.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
       11    0.003    0.000    0.007    0.001 decorator.py:128(update)
       11    0.007    0.001    0.017    0.002 decorator.py:142(make)
       11    0.000    0.000    0.050    0.005 decorator.py:171(create)
       22    0.000    0.000    0.000    0.000 decorator.py:189(<genexpr>)
       11    0.000    0.000    0.050    0.005 decorator.py:193(decorator)
        1    0.000    0.000    0.020    0.020 decorator.py:29(<module>)
        1    0.000    0.000    0.000    0.000 decorator.py:58(getfullargspec)
        9    0.000    0.000    0.000    0.000 decorator.py:60(__init__)
       45    0.000    0.000    0.000    0.000 decorator.py:66(__iter__)
        1    0.000    0.000    0.000    0.000 decorator.py:75(FunctionMaker)
       11    0.010    0.001    0.030    0.003 decorator.py:81(__init__)
       42    0.000    0.000    0.000    0.000 decorator.py:99(<lambda>)
        1    0.000    0.000    0.000    0.000 decorators.py:124(decorator)
        1    0.003    0.003    0.007    0.007 decorators.py:15(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:31(getinfo)
        1    0.000    0.000    0.000    0.000 decorators.py:57(setastest)
        1    0.000    0.000    0.000    0.000 decorators.py:7(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:72(update_wrapper)
        1    0.000    0.000    0.000    0.000 decorators.py:85(set_test)
        1    0.000    0.000    0.000    0.000 defchararray.py:17(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1732(chararray)
        1    0.010    0.010    0.010    0.010 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:195(matrix)
        1    0.000    0.000    0.000    0.000 dependency.py:10(<module>)
        1    0.000    0.000    0.000    0.000 dependency.py:16(DependencyCorpusReader)
        1    0.000    0.000    0.000    0.000 dependency.py:57(DependencyCorpusView)
        1    0.003    0.003    0.003    0.003 dependencygraph.py:16(<module>)
        1    0.000    0.000    0.000    0.000 dependencygraph.py:29(DependencyGraph)
        1    0.003    0.003    0.003    0.003 dia.py:1(<module>)
        1    0.000    0.000    0.003    0.003 dia.py:11(swig_import_helper)
        1    0.000    0.000    0.000    0.000 dia.py:16(dia_matrix)
        1    0.000    0.000    0.003    0.003 dia.py:9(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.020    0.020 difflib.py:29(<module>)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 difflib.py:766(Differ)
        1    0.003    0.003    0.007    0.007 dis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 discourse.py:114(DrtGlueReadingCommand)
        1    0.000    0.000    0.000    0.000 discourse.py:145(DiscourseTester)
        1    0.003    0.003    0.980    0.980 discourse.py:44(<module>)
        1    0.000    0.000    0.000    0.000 discourse.py:60(ReadingCommand)
        1    0.000    0.000    0.000    0.000 discourse.py:90(CfgReadingCommand)
        1    0.000    0.000    0.000    0.000 dispersion.py:10(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:21(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:63(<module>)
       85    0.023    0.000    3.770    0.044 distributions.py:1071(_construct_doc)
        1    0.003    0.003    0.003    0.003 distributions.py:1984(ksone_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:1996(kstwobign_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2028(norm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2072(alpha_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2103(anglit_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2134(arcsine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2169(beta_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2237(betaprime_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2286(bradford_gen)
        1    0.003    0.003    0.003    0.003 distributions.py:2331(burr_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2380(fisk_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2411(cauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2450(chi_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2485(chi2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2529(cosine_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2558(dgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2601(dweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2642(erlang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2684(expon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2728(exponweib_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2761(exponpow_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2796(fatiguelife_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2841(foldcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2870(f_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2930(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:2973(frechet_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3011(frechet_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3053(genlogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3093(genpareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3140(genexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3183(genextreme_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3277(gamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3348(gengamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3389(genhalflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3430(gompertz_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3462(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3503(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3544(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3578(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3613(halfnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3649(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3678(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3714(invgamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3748(invgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3787(invweibull_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3821(johnsonsb_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3854(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3890(laplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3921(levy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3957(levy_l_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:3995(levy_stable_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4046(logistic_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4078(loggamma_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4110(loglaplace_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4145(lognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4188(gilbrat_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4219(maxwell_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:422(rv_frozen)
        1    0.000    0.000    0.000    0.000 distributions.py:4261(mielke_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4289(nakagami_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4325(ncx2_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4363(ncf_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4418(t_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4469(nct_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4541(pareto_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4596(lomax_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4636(pearson3_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4765(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4803(powerlognorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4833(powernorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4866(rdist_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4896(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4930(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:4970(rice_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5002(recipinvgauss_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5034(semicircular_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5063(triang_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5101(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5147(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5195(tukeylambda_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5246(uniform_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5279(vonmises_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:530(rv_generic)
        1    0.000    0.000    0.000    0.000 distributions.py:5311(wald_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5341(wrapcauchy_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:5575(rv_discrete)
       13    0.017    0.001    0.570    0.044 distributions.py:5740(__init__)
       13    0.000    0.000    0.537    0.041 distributions.py:5835(_construct_doc)
        1    0.000    0.000    0.000    0.000 distributions.py:6575(binom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6633(bernoulli_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6673(nbinom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6724(geom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6773(hypergeom_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6883(logser_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6928(poisson_gen)
        1    0.000    0.000    0.000    0.000 distributions.py:6973(planck_gen)
        1    0.020    0.020   18.950   18.950 distributions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 distributions.py:7026(boltzmann_gen)
