   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:168(set_model_probers)
        9    0.003    0.000    0.003    0.000 hebrewprober.py:172(is_final)
        4    0.000    0.000    0.000    0.000 hebrewprober.py:175(is_non_final)
        1    0.000    0.000    0.003    0.003 hebrewprober.py:188(feed)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:264(get_state)
        1    0.000    0.000    0.000    0.000 hebrewprober.py:28(<module>)
        1    0.000    0.000    0.000    0.000 help.py:10(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:3(<module>)
        1    0.017    0.017    0.030    0.030 hermite.py:59(<module>)
        1    0.020    0.020    0.027    0.027 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:1053(HiddenMarkovModelTaggerTransform)
        1    0.000    0.000    0.000    0.000 hmm.py:1062(LambdaTransform)
        1    0.000    0.000    0.000    0.000 hmm.py:1078(IdentityTransform)
        1    0.000    0.000    0.000    0.000 hmm.py:69(<module>)
        1    0.000    0.000    0.000    0.000 hmm.py:799(HiddenMarkovModelTrainer)
        1    0.000    0.000    0.000    0.000 hmm.py:95(HiddenMarkovModelTagger)
        1    0.003    0.003    0.003    0.003 htmlentitydefs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:1059(HTTP)
        1    0.000    0.000    0.000    0.000 httplib.py:1155(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 httplib.py:1180(HTTPS)
        1    0.000    0.000    0.000    0.000 httplib.py:1213(HTTPException)
        1    0.000    0.000    0.000    0.000 httplib.py:1218(NotConnected)
        1    0.000    0.000    0.000    0.000 httplib.py:1221(InvalidURL)
        1    0.000    0.000    0.000    0.000 httplib.py:1224(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 httplib.py:1229(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 httplib.py:1232(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 httplib.py:1235(IncompleteRead)
        1    0.000    0.000    0.000    0.000 httplib.py:1249(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 httplib.py:1252(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 httplib.py:1255(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 httplib.py:1258(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 httplib.py:1261(BadStatusLine)
        1    0.000    0.000    0.000    0.000 httplib.py:1268(LineTooLong)
        1    0.000    0.000    0.000    0.000 httplib.py:1276(LineAndFileWrapper)
        1    0.000    0.000    0.000    0.000 httplib.py:218(HTTPMessage)
        1    0.000    0.000    0.000    0.000 httplib.py:325(HTTPResponse)
        1    0.007    0.007    0.043    0.043 httplib.py:67(<module>)
        1    0.000    0.000    0.000    0.000 httplib.py:680(HTTPConnection)
        1    0.000    0.000    0.000    0.000 hunpos.py:13(<module>)
        1    0.000    0.000    0.000    0.000 hunpos.py:26(HunposTagger)
        1    0.000    0.000    0.000    0.000 ieer.py:22(<module>)
        1    0.000    0.000    0.000    0.000 ieer.py:45(IEERDocument)
        1    0.000    0.000    0.000    0.000 ieer.py:64(IEERCorpusReader)
        1    0.003    0.003    0.037    0.037 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:142(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:210(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:228(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:337(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:431(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:453(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:458(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:505(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:600(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:643(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:82(nd_grid)
        1    0.000    0.000    0.000    0.000 indian.py:19(<module>)
        1    0.000    0.000    0.000    0.000 indian.py:28(IndianCorpusReader)
        1    0.000    0.000    0.000    0.000 indian.py:66(IndianCorpusView)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:175(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
      228    0.007    0.000    0.017    0.000 inspect.py:142(isfunction)
      218    0.010    0.000    0.010    0.000 inspect.py:209(iscode)
        1    0.000    0.000    0.900    0.900 inspect.py:25(<module>)
        1    0.000    0.000    0.000    0.000 inspect.py:59(isclass)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:632(BlockFinder)
      219    0.007    0.000    0.007    0.000 inspect.py:67(ismethod)
      218    0.033    0.000    0.060    0.000 inspect.py:743(getargs)
      218    0.023    0.000    0.117    0.001 inspect.py:803(getargspec)
       63    0.000    0.000    0.000    0.000 inspect.py:837(strseq)
       13    0.013    0.001    0.013    0.001 inspect.py:844(formatargspec)
        1    0.000    0.000    0.000    0.000 inspect.py:846(<lambda>)
        1    0.000    0.000    0.000    0.000 interface.py:1(<module>)
        1    0.000    0.000    0.000    0.000 interface.py:205(MatrixLinearOperator)
        1    0.000    0.000    0.000    0.000 interface.py:220(IdentityOperator)
        1    0.000    0.000    0.000    0.000 interface.py:9(LinearOperator)
        1    0.053    0.053    0.290    0.290 internals.py:10(<module>)
        1    0.000    0.000    0.000    0.000 internals.py:194(ParseError)
       10    0.000    0.000    0.207    0.021 internals.py:30(convert_regexp_to_nongrouping)
        4    0.000    0.000    0.070    0.017 internals.py:317(_add_epytext_field)
        1    0.000    0.000    0.000    0.000 internals.py:334(deprecated)
        1    0.000    0.000    0.053    0.053 internals.py:346(decorator)
        1    0.000    0.000    0.000    0.000 internals.py:365(Deprecated)
        1    0.000    0.000    0.000    0.000 internals.py:411(Counter)
        3    0.000    0.000    0.000    0.000 internals.py:415(__init__)
       19    0.000    0.000    0.023    0.001 internals.py:50(subfunc)
        4    0.000    0.000    0.000    0.000 internals.py:603(import_from_stdlib)
        3    0.003    0.001    0.063    0.021 internals.py:623(abstract)
        1    0.000    0.000    0.000    0.000 internals.py:660(ElementWrapper)
        1    0.000    0.000    0.000    0.000 internals.py:840(is_writable)
        1    0.010    0.010    0.020    0.020 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:267(interp1d)
        1    0.000    0.000    0.000    0.000 interpolate.py:479(ppform)
        1    0.000    0.000    0.000    0.000 interpolate.py:68(interp2d)
        1    0.013    0.013    0.020    0.020 io.py:34(<module>)
        1    0.000    0.000    0.000    0.000 io.py:69(IOBase)
        1    0.000    0.000    0.000    0.000 io.py:72(RawIOBase)
        1    0.000    0.000    0.000    0.000 io.py:75(BufferedIOBase)
        1    0.000    0.000    0.000    0.000 io.py:78(TextIOBase)
        6    0.003    0.001    0.007    0.001 ipipan.py:13(_parse_args)
        1    0.000    0.000    0.000    0.000 ipipan.py:212(IPIPANCorpusView)
        1    0.000    0.000    0.007    0.007 ipipan.py:22(IPIPANCorpusReader)
        1    0.000    0.000    0.007    0.007 ipipan.py:8(<module>)
        1    0.000    0.000    0.000    0.000 isri.py:31(<module>)
        1    0.000    0.000    0.000    0.000 isri.py:36(ISRIStemmer)
        1    0.003    0.003    0.063    0.063 iterative.py:1(<module>)
        5    0.000    0.000    0.000    0.000 iterative.py:69(set_docstring)
        5    0.000    0.000    0.000    0.000 iterative.py:70(combine)
        1    0.000    0.000    0.000    0.000 jisfreq.py:44(<module>)
        1    0.000    0.000    0.000    0.000 jpcntx.py:123(JapaneseContextAnalysis)
        2    0.000    0.000    0.000    0.000 jpcntx.py:124(__init__)
        6    0.000    0.000    0.000    0.000 jpcntx.py:127(reset)
      119    0.007    0.000    0.013    0.000 jpcntx.py:134(feed)
        1    0.000    0.000    0.000    0.000 jpcntx.py:172(SJISContextAnalysis)
       80    0.003    0.000    0.003    0.000 jpcntx.py:173(get_order)
        1    0.000    0.000    0.000    0.000 jpcntx.py:194(EUCJPContextAnalysis)
       39    0.003    0.000    0.003    0.000 jpcntx.py:195(get_order)
        1    0.000    0.000    0.000    0.000 jpcntx.py:28(<module>)
        1    0.003    0.003    0.003    0.003 kde.py:20(<module>)
        1    0.000    0.000    0.000    0.000 kde.py:42(gaussian_kde)
        1    0.000    0.000    0.000    0.000 kdtree.py:172(KDTree)
        1    0.000    0.000    0.000    0.000 kdtree.py:236(node)
        1    0.000    0.000    0.000    0.000 kdtree.py:244(leafnode)
        1    0.000    0.000    0.000    0.000 kdtree.py:249(innernode)
        1    0.000    0.000    0.000    0.000 kdtree.py:3(<module>)
        1    0.000    0.000    0.000    0.000 kdtree.py:73(Rectangle)
        1    0.000    0.000    0.000    0.000 keyword.py:11(<module>)
        1    0.000    0.000    0.000    0.000 kmeans.py:20(KMeansClusterer)
        1    0.000    0.000    0.000    0.000 kmeans.py:8(<module>)
        1    0.000    0.000    0.000    0.000 knbc.py:10(<module>)
        1    0.000    0.000    0.000    0.000 knbc.py:22(KNBCorpusReader)
        1    0.017    0.017    0.043    0.043 laguerre.py:59(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lancaster.py:17(LancasterStemmer)
        1    0.000    0.000    0.000    0.000 langbulgarianmodel.py:28(<module>)
        1    0.000    0.000    0.000    0.000 langcyrillicmodel.py:28(<module>)
        1    0.000    0.000    0.000    0.000 langgreekmodel.py:28(<module>)
        1    0.000    0.000    0.000    0.000 langhebrewmodel.py:30(<module>)
        1    0.000    0.000    0.000    0.000 langhungarianmodel.py:28(<module>)
        1    0.000    0.000    0.000    0.000 langthaimodel.py:28(<module>)
        1    0.003    0.003    0.003    0.003 lapack.py:201(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:101(reset)
        1    0.003    0.003    0.003    0.003 latin1prober.py:109(feed)
        1    0.000    0.000    0.000    0.000 latin1prober.py:125(get_confidence)
        1    0.000    0.000    0.000    0.000 latin1prober.py:29(<module>)
        1    0.000    0.000    0.000    0.000 latin1prober.py:96(Latin1Prober)
        1    0.000    0.000    0.000    0.000 latin1prober.py:97(__init__)
       25    0.000    0.000    0.000    0.000 lazyimport.py:123(__setattr__)
        1    0.000    0.000    0.000    0.000 lazyimport.py:16(<module>)
        1    0.000    0.000    0.000    0.000 lazyimport.py:24(LazyModule)
        5    0.000    0.000    0.000    0.000 lazyimport.py:61(__init__)
        1    0.003    0.003    0.003    0.003 lbfgsb.py:9(<module>)
        1    0.013    0.013    0.027    0.027 legendre.py:83(<module>)
       65    0.013    0.000    0.027    0.000 lexicon.py:100(nextCategory)
       18    0.000    0.000    0.000    0.000 lexicon.py:106(parseApplication)
       40    0.000    0.000    0.000    0.000 lexicon.py:110(parseSubscripts)
       62    0.003    0.000    0.007    0.000 lexicon.py:116(parsePrimitiveCategory)
    47/44    0.000    0.000    0.033    0.001 lexicon.py:145(augParseCategory)
        2    0.017    0.008    0.053    0.027 lexicon.py:170(parseLexicon)
        1    0.000    0.000    0.000    0.000 lexicon.py:36(CCGLexicon)
        2    0.000    0.000    0.000    0.000 lexicon.py:43(__init__)
        1    0.000    0.000    0.160    0.160 lexicon.py:8(<module>)
        3    0.000    0.000    0.003    0.001 lexicon.py:83(matchBrackets)
        1    0.000    0.000    0.000    0.000 lfg.py:14(FStructure)
        1    0.000    0.000    0.000    0.000 lfg.py:9(<module>)
        1    0.000    0.000    0.000    0.000 lgmres.py:4(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:2(<module>)
        1    0.000    0.000    0.000    0.000 lil.py:22(lil_matrix)
        1    0.000    0.000    0.030    0.030 lin.py:16(LinThesaurusCorpusReader)
        1    0.003    0.003    0.033    0.033 lin.py:8(<module>)
        1    0.007    0.007    0.007    0.007 linalg.py:10(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:37(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linearlogic.py:108(VariableExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:127(ImpExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:14(Expression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:198(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:24(AtomicExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:259(BindingDict)
        1    0.000    0.000    0.000    0.000 linearlogic.py:333(VariableBindingException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:335(UnificationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:339(LinearLogicApplicationException)
        1    0.000    0.000    0.000    0.000 linearlogic.py:342(Tokens)
        1    0.000    0.000    0.000    0.000 linearlogic.py:354(LinearLogicParser)
        1    0.000    0.000    0.000    0.000 linearlogic.py:87(ConstantExpression)
        1    0.000    0.000    0.000    0.000 linearlogic.py:9(<module>)
        1    0.000    0.000    0.000    0.000 linesearch.py:13(<module>)
        1    0.007    0.007   14.127   14.127 linsolve.py:1(<module>)
        1    0.003    0.003    0.013    0.013 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.007    0.007    0.680    0.680 loader.py:2(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:21(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:31(Loader)
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 lobpcg.py:11(<module>)
        1    0.000    0.000    0.000    0.000 lobpcg.py:89(CallableLinearOperator)
        1    0.000    0.000    0.000    0.000 logic.py:1029(LambdaExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1056(QuantifiedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1080(ExistsExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1084(AllExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1089(NegatedExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1127(BinaryExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1168(BooleanExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1181(AndExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1192(OrExpression)
        1    0.007    0.007    0.027    0.027 logic.py:12(<module>)
        1    0.000    0.000    0.000    0.000 logic.py:1203(ImpExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1208(IffExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1214(EqualityExpression)
        1    0.000    0.000    0.000    0.000 logic.py:1232(LogicParser)
        1    0.000    0.000    0.000    0.000 logic.py:151(Type)
        1    0.000    0.000    0.000    0.000 logic.py:158(ComplexType)
        1    0.000    0.000    0.000    0.000 logic.py:1698(StringTrie)
        1    0.000    0.000    0.000    0.000 logic.py:1715(ParseException)
        1    0.000    0.000    0.000    0.000 logic.py:1720(UnexpectedTokenException)
        1    0.000    0.000    0.000    0.000 logic.py:1733(ExpectedMoreTokensException)
        1    0.000    0.000    0.000    0.000 logic.py:204(BasicType)
        1    0.000    0.000    0.000    0.000 logic.py:217(EntityType)
        1    0.000    0.000    0.000    0.000 logic.py:224(TruthValueType)
        1    0.000    0.000    0.000    0.000 logic.py:231(EventType)
        1    0.000    0.000    0.000    0.000 logic.py:238(AnyType)
        1    0.000    0.000    0.000    0.000 logic.py:239(__init__)
        1    0.000    0.000    0.020    0.020 logic.py:24(Tokens)
        1    0.000    0.000    0.000    0.000 logic.py:298(TypeException)
        1    0.000    0.000    0.000    0.000 logic.py:302(InconsistentTypeHierarchyException)
        1    0.000    0.000    0.000    0.000 logic.py:312(TypeResolutionException)
        1    0.000    0.000    0.000    0.000 logic.py:318(IllegalTypeException)
        1    0.000    0.000    0.000    0.000 logic.py:342(SubstituteBindingsI)
        1    0.000    0.000    0.000    0.000 logic.py:363(Expression)
        1    0.000    0.000    0.000    0.000 logic.py:603(ApplicationExpression)
        1    0.000    0.000    0.000    0.000 logic.py:790(AbstractVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:82(Variable)
        1    0.000    0.000    0.000    0.000 logic.py:849(IndividualVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:875(FunctionVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:888(EventVariableExpression)
        1    0.000    0.000    0.000    0.000 logic.py:893(ConstantExpression)
        1    0.000    0.000    0.000    0.000 logic.py:947(VariableBinderExpression)
        1    0.000    0.000    0.000    0.000 lsmr.py:17(<module>)
        1    0.000    0.000    0.000    0.000 lsqr.py:50(<module>)
        1    0.003    0.003    0.003    0.003 mace.py:11(<module>)
        1    0.000    0.000    0.000    0.000 mace.py:185(Mace)
        1    0.000    0.000    0.000    0.000 mace.py:23(MaceCommand)
        2    0.173    0.087    0.810    0.405 machar.py:114(_do_init)
        1    0.000    0.000    0.000    0.000 machar.py:15(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:4(<module>)
        2    0.000    0.000    0.810    0.405 machar.py:95(__init__)
        1    0.007    0.007    0.010    0.010 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 mallet.py:21(<module>)
        1    0.000    0.000    0.000    0.000 malt.py:23(MaltParser)
        1    0.003    0.003    0.377    0.377 malt.py:9(<module>)
        1    0.000    0.000    0.000    0.000 matfuncs.py:3(<module>)
        1    0.000    0.000    0.053    0.053 matfuncs.py:5(<module>)
        1    0.000    0.000    0.000    0.000 maxent.py:1542(TadmMaxentClassifier)
        1    0.000    0.000    0.000    0.000 maxent.py:342(MaxentFeatureEncodingI)
        1    0.000    0.000    0.000    0.000 maxent.py:413(FunctionBackedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:458(BinaryMaxentFeatureEncoding)
        1    0.007    0.007    0.007    0.007 maxent.py:53(<module>)
        1    0.000    0.000    0.000    0.000 maxent.py:655(GISEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:713(TadmEventMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:769(TypedMaxentFeatureEncoding)
        1    0.000    0.000    0.000    0.000 maxent.py:79(MaxentClassifier)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcharsetprober.py:34(MultiByteCharSetProber)
        6    0.000    0.000    0.000    0.000 mbcharsetprober.py:35(__init__)
       12    0.000    0.000    0.000    0.000 mbcharsetprober.py:41(reset)
        4    0.010    0.003    0.030    0.008 mbcharsetprober.py:52(feed)
        1    0.007    0.007    0.023    0.023 mbcsgroupprober.py:30(<module>)
        1    0.000    0.000    0.000    0.000 mbcsgroupprober.py:39(MBCSGroupProber)
        1    0.000    0.000    0.003    0.003 mbcsgroupprober.py:40(__init__)
        1    0.000    0.000    0.000    0.000 mbcssm.py:28(<module>)
        1    0.000    0.000    0.000    0.000 megam.py:27(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:20(memmap)
        1    0.003    0.003    0.003    0.003 mimetools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetools.py:20(Message)
        1    0.000    0.000    0.000    0.000 minimalset.py:10(MinimalSet)
        1    0.000    0.000    0.000    0.000 minimalset.py:8(<module>)
        1    0.000    0.000    0.000    0.000 minpack.py:1(<module>)
        1    0.000    0.000    0.000    0.000 minres.py:1(<module>)
        1    0.000    0.000    0.003    0.003 misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 misc.py:4(<module>)
        1    0.003    0.003    0.003    0.003 morestats.py:5(<module>)
        1    0.003    0.003    0.003    0.003 mstats.py:78(<module>)
        1    0.000    0.000    0.000    0.000 mstats_basic.py:6(<module>)
        1    0.000    0.000    0.000    0.000 mstats_extras.py:8(<module>)
        1    0.000    0.000    0.000    0.000 naivebayes.py:31(<module>)
        1    0.000    0.000    0.000    0.000 naivebayes.py:43(NaiveBayesClassifier)
        1    0.000    0.000    0.000    0.000 ndgriddata.py:21(NearestNDInterpolator)
        1    0.003    0.003    0.047    0.047 ndgriddata.py:6(<module>)
        1    0.000    0.000    0.000    0.000 ngram.py:27(NgramModel)
        1    0.000    0.000    0.000    0.000 ngram.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nnls.py:1(<module>)
        1    0.003    0.003    0.003    0.003 nodes.py:2(<module>)
        1    0.000    0.000    0.000    0.000 nodes.py:2(Node)
        1    0.000    0.000    0.000    0.000 nodes.py:25(ScalarNode)
        1    0.000    0.000    0.000    0.000 nodes.py:35(CollectionNode)
        1    0.000    0.000    0.000    0.000 nodes.py:44(SequenceNode)
        1    0.000    0.000    0.000    0.000 nodes.py:47(MappingNode)
        1    0.000    0.000    0.000    0.000 nombank.py:163(NombankInstance)
        1    0.000    0.000    0.000    0.000 nombank.py:18(NombankCorpusReader)
        1    0.000    0.000    0.000    0.000 nombank.py:272(NombankPointer)
        1    0.000    0.000    0.000    0.000 nombank.py:290(NombankChainTreePointer)
        1    0.000    0.000    0.000    0.000 nombank.py:305(NombankSplitTreePointer)
        1    0.000    0.000    0.000    0.000 nombank.py:319(NombankTreePointer)
        1    0.000    0.000    0.000    0.000 nombank.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1024(Anderson)
        1    0.003    0.003   14.267   14.267 nonlin.py:110(<module>)
        1    0.000    0.000    0.000    0.000 nonlin.py:1159(DiagBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:1205(LinearMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1244(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:1302(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:137(NoConvergence)
        7    0.000    0.000    0.017    0.002 nonlin.py:1464(_nonlin_wrapper)
        8    0.000    0.000    0.000    0.000 nonlin.py:216(_set_doc)
        1    0.000    0.000    0.000    0.000 nonlin.py:409(TerminationCondition)
        1    0.000    0.000    0.000    0.000 nonlin.py:472(Jacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:539(InverseJacobian)
        1    0.000    0.000    0.000    0.000 nonlin.py:649(GenericBroyden)
        1    0.000    0.000    0.000    0.000 nonlin.py:669(LowRankMatrix)
        1    0.000    0.000    0.000    0.000 nonlin.py:887(BroydenFirst)
        1    0.000    0.000    0.000    0.000 nonlin.py:980(BroydenSecond)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:10(<module>)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:166(DemoScorer)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:182(ProbabilisticNonprojectiveParser)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:20(DependencyScorerI)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:477(NonprojectiveDependencyParser)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:87(NaiveBayesDependencyScorer)
       47    0.007    0.000    0.020    0.000 nosetester.py:137(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:85(NoseTester)
        1    0.000    0.000    0.000    0.000 nps_chat.py:18(NPSChatCorpusReader)
        1    0.000    0.000    0.000    0.000 nps_chat.py:8(<module>)
        1    0.007    0.007    0.013    0.013 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:126(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:82(BagObj)
        1    0.007    0.007    0.020    0.020 numeric.py:1(<module>)
        2    0.000    0.000    0.000    0.000 numeric.py:1473(set_string_function)
        3    0.003    0.001    0.010    0.003 numeric.py:207(extend_all)
        4    0.000    0.000    0.000    0.000 numeric.py:2178(seterr)
        4    0.000    0.000    0.000    0.000 numeric.py:2274(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2493(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2497(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2571(_setdef)
     2028    0.100    0.000    0.167    0.000 numeric.py:322(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:37(ComplexWarning)
       72    0.003    0.000    0.003    0.000 numerictypes.py:128(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:155(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:182(english_capitalize)
       21    0.003    0.000    0.003    0.000 numerictypes.py:217(_evalname)
       26    0.003    0.000    0.007    0.000 numerictypes.py:230(bitname)
        1    0.000    0.000    0.007    0.007 numerictypes.py:286(_add_types)
        1    0.003    0.003    0.010    0.010 numerictypes.py:302(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:343(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:384(_set_up_aliases)
        1    0.003    0.003    0.003    0.003 numerictypes.py:433(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:448(_add_array_type)
        1    0.003    0.003    0.003    0.003 numerictypes.py:456(_set_array_types)
        3    0.000    0.000    0.000    0.000 numerictypes.py:608(obj2sctype)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:778(__getitem__)
        1    0.003    0.003    0.003    0.003 numerictypes.py:785(_construct_lookups)
        1    0.003    0.003    0.030    0.030 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:864(<lambda>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 odepack.py:2(<module>)
      119    0.000    0.000    0.000    0.000 opcode.py:27(def_op)
       11    0.003    0.000    0.003    0.000 opcode.py:31(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.003    0.003 opcode.py:5(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:117(OptimizeWarning)
        1    0.000    0.000    0.000    0.000 optimize.py:1588(Brent)
        1    0.003    0.003    0.003    0.003 optimize.py:16(<module>)
        1    0.000    0.000    0.000    0.000 optimize.py:48(MemoizeJac)
        1    0.000    0.000    0.000    0.000 optimize.py:69(Result)
        1    0.000    0.000    0.000    0.000 orthogonal.py:111(orthopoly1d)
        1    0.000    0.000    0.000    0.000 orthogonal.py:79(<module>)
        1    0.000    0.000    0.000    0.000 os.py:35(_get_exports_list)
        3    0.000    0.000    0.000    0.000 os.py:510(getenv)
        1    0.003    0.003    0.010    0.010 paginator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 paginator.py:12(EmptyPage)
        1    0.000    0.000    0.000    0.000 paginator.py:15(Paginator)
        1    0.000    0.000    0.000    0.000 paginator.py:6(InvalidPage)
        1    0.000    0.000    0.000    0.000 paginator.py:81(Page)
        1    0.000    0.000    0.000    0.000 paginator.py:9(PageNotAnInteger)
        1    0.000    0.000    0.000    0.000 parser.py:62(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:69(ParserError)
        1    0.000    0.000    0.000    0.000 parser.py:72(Parser)
        1    0.000    0.000    0.000    0.000 pchart.py:110(SingleEdgeProbabilisticFundamentalRule)
